,평점,리뷰
2968,4,"사이즈 반업 하라고 보통 하셔서 반업했는데
걸어다닐때 뒷부분이 살짝 들썩거리는데
반품하기 번거로워서 그냥 신습니다
정말 색상도 예쁘고 편한데 생각보다는 가볍지는 않아요
배송도 빠르고 만족합니더"
2969,3,"오랜만에 만난 97
올 화이트라 깔끔하고 예쁨
사이즈는 반사이즈업 
품질은 가격에 비해 영...

그리고 새 상품 맞는지 바닥에 똥 같은거 묻어있어 별로였어요..."
2970,5,배송 완전빠르네요ㅎ220인데 225하니 잘 맞아요ㅎㅎ스카치 완전 굿~~ 신발도 너무 이뻐요^^
2971,3,오랜만에 만난 97올 화이트라 깔끔하고 예쁨사이즈는 반사이즈업 품질은 가격에 비해 영...그리고 새 상품 맞는지 바닥에 똥 같은거 묻어있어 별로였어요...
2972,5,반사이즈 업 해라고해서 40인데 45로 샀더니 딱이네요! 착화감 좋고 너무예뻐요!!!
2973,5,"배송 완전빠르네요ㅎ
220인데 225하니 잘 맞아요ㅎㅎ
스카치 완전 굿~~ 신발도 너무 이뻐요^^"
2974,5,매장에사 보다 훨씬 싸게 사서 조아욤 ㅎㅎㅎ잘신겠습니다 ㅎㅎ
2975,5,"발볼이 넓고 발등이 높은편임 휠라는 240 넉넉한데 나이키는 발볼이 좁은편이라 걱정했는데 그럭저럭 맞는거 같아요 신어서 늘리면 편해질듯 합니다
이뻐요  올블랙도 신고 싶어요"
2976,5,넘 딱이라서 사이즈 넉넉히 구입하세요
2977,5,235~240신는데 발볼이있는편이라240으로 시켰으요 예뻐용~ 편안행?ㄷ
2978,5,빠른 배송 감사합니다.
2979,5,월요일 새벽 12시 주문하고서 화요일 저녁즈음 받았어요. 혹시나 하는 마음에 걱정했는데 완전 새 상품 보내주셔서 안도했습니다. 행여나 dp상품이나 하자있으면 반품하는 상황이 올까 걱정했었는데 말이죠. 역시나 기대하던 것과 같이 이쁩니다. 평소 나이키운동화는 235신고 있고 97도 딱 좋아요. 발볼이 넓은 편은 아니고 전 정사이즈라고 생각됩니다. 나름 저렴하게 구매해서 완전 만족하구요. 많이 파세요^^
2980,5,빠른 배송 감사합니다.
2981,5,"매장에사 보다 훨씬 싸게 사서 조아욤 ㅎㅎㅎ
잘신겠습니다 ㅎㅎ"
2982,5,"월요일 새벽 12시 주문하고서 화요일 저녁즈음 받았어요. 혹시나 하는 마음에 걱정했는데 완전 새 상품 보내주셔서 안도했습니다. 행여나 dp상품이나 하자있으면 반품하는 상황이 올까 걱정했었는데 말이죠.
역시나 기대하던 것과 같이 이쁩니다. 평소 나이키운동화는 235신고 있고 97도 딱 좋아요. 발볼이 넓은 편은 아니고 전 정사이즈라고 생각됩니다. 
나름 저렴하게 구매해서 완전 만족하구요. 
많이 파세요^^"
2983,5,정사이즈 시켰는데 딱 맞고 배송도 아침에 바로오고 실물도 너무 이뻐요ㅠㅠㅠ 품절 전에 사서 다행이에요!
2984,5,"한 사이즈 크게 샀더니, 편하게 맞네요^^예쁩니다^^배송도 빠르고~ 만족해요^^"
2985,5,아주 맘에 듭니다. 잘  받았습니다.
2986,5,좋아요좋아요좋아요좋아요
2987,5,하얀게 이뻐요
2988,5,좋아요좋아요좋아요좋아요
2989,5,좋아요좋아요좋아요좋아요
2990,5,"해외구매, 연휴가 겹쳐서 통관까지 3주가 걸렸지만 통관 다음날 물건을 받았습니다배송 중 판매자분께 문의드렸을때 빠르게 답변이 왔습니다신발은 정사이즈보다 작게 나온편이고 참 예쁜것 같습니다"
2991,5,이틀만에 왔어요 배송 너무 빠르고 역시 흰색은 진리
2992,5,"착용감도 좋고 색상도 이쁘네요.
좋은  제품 감사합니다"
2993,5,넘나 사고싶었던것  좋은 가격&amp;amp;하루만에 배송오고 좋네요~!
2994,4,빠른배송감사합니다
2995,5,발등부분이 좀두툼해서 발이 전체적으로 뚱뚱해보이는데신발은예쁘고 발은편해요
2996,5,배송은 사실 많이 느려서 아쉬웠지만 신발은 그럭저럭 괜찮습니다.    퇴근하고 저녁에봐서 아직 신어보지는 않았지만 편할거같아요 :)
2997,5,"매장보다 싸게구매잘했음
청바지에잘어울리네요 빠른배송좋아요"
2998,5,"신발 이뻐요^_^
커플템로 신발 추천해요!!"
2999,5,내가 먼저 사고 이뻐서 여자 친구한테선물했음 오늘받고 너무 이쁘다고 기뻐하네요 해외배송 이라 늦을꺼라 예상했는데 1주일 안걸린듯 암튼 가성비 대비 좋네요커풀로 이뿌게 잘신을께요
3000,5,"아주 멋진신발
전에부터 갖고싶었지만 너무 비싼것같아서
망설였는데 역시 에어맥스97 이라는 명성에 맞게
아주 잘샀다는 생각이 듭니다
어짜피 오래신으면 되니깐 이라고 생각하고 질러버렸는데 역시나 박시 개봉후 흡족한 마음을 감출수 없었다 ㅋ"
3001,4,이뻐요.사이즈는 한치수크게나반치수업이 좋은거같아요ㅎㅎ
3002,5,진짜 굿 !! 럭키 겟 ♡
3003,5,"에어맥스 97 사야지 생각만 하다가
좋은 가격에 트리플 화이트를 구입했어요!!
때탈까봐 살짝 부담스러운 올 화이트 색상이지만
이 시크함은 정말 예쁘다는 말이 절로 나오네요~
아껴서 신어줘야겠어요 ;)"
3004,4,어쩜 새신발을  이렇게 성의없이 보내시는지 누가 신어보고 반품한건지 신어본 흔적들도 보이고 흰신발이 여기저기 누렇네 봉제 불량에  성격상 반품각인데 당장 필요해서 짜증나면서도 신습니다 저같은 고객이 없도록 두번 실수는 하지마세요
3005,5,넘이쁘네요.품절이라 힘들었는데~~~완전만족~~발도편하고. 발볼넓은데도 정싸이즈신으니맞아요.
3006,5,너무 예쁜 신발이네요 ^^ 충동 구매긴 했지만 싼가격에 너무 잘 산것 같아 뿌듯하네요 ^^ 운동화가 사이즈가 쬐금 적게 나온듯하네요 볼은 조금 좁은 편이고요 볼 넓으신분은 꼭 사이즈 크게 신청하시길
3007,4,약간 짝짝이네요; 신고 나가기전에 발견했음 교환했을건데 신고 나가고 걷다보니 내려다 보고 깜놀;; 교환도 안될것 같고 그냥 신을까 싶네요..정품이랬는데 왜 이렇게 만들었을까요;
3008,5,"말 필요없습니다
MAX97 트리플화이트 
품절되기전에 잘 샀네요"
3009,5,"커플신발로 구매 했어요 ㅎ
흰색 운동화 오랜만에사봐요 
여름에 깔끔하게 잘신기 좋네요 ㅎ"
3010,5,"주말에 주문하고 화요일에 받았어요.
신발상자도 비닐포장해서 보내주셔서 감사합니다.
블랙색상도 있는데 살 때 한사이즈업해서 샀더니 살짝 여유있어서 이번엔 250사이즈도 품절이고 해서 245로 했는데 불편함없이 잘 맞아요~
전 주로 245사이즈 신고 볼은 살이 별로 없는 보통이에요.
화이트색상 하나 갖고 싶었는데 깔끔하니 맘에 들어요."
3011,5,"예전부터 구입하고 싶어서 계속 검색했는데
쿠폰 등 써서 직구보다 저렴하게 구입해서 너무 좋아요

작게 나왔다고 해서 일부로 한사이즈 업했는데
약간 커요

그래도 볼이 작게 나와서 많이 헐떡이진 않네요

너무너무 예뻐요!대 만족입니당"
3012,4,한사이즈 크게 주문하시는 분이 많은 이유를 알겠네요. 칼발인데도 볼이 딱 맞음
3013,5,나이키 코르테즈랑  에어90이 너무 꼭 맞아 잘맞을지 걱정했는데 다행히 잘맞네요 가벼운편은 아니에요~
3014,5,"넘 이뻐요
원래 나이키230신어서 235 삿더니 편하게 잘 맞아요"
3015,4,한사이즈 크게 주문하시는 분이 많은 이유를 알겠네요. 칼발인데도 볼이 딱 맞음
3016,5,"사진으로 안담기는데, 에어맥스 특징이 좀 반짝이잖아요? 그렇습니다. 품절상품이 많아서 그동안 구매를 못했는데 가격도 적당하고 배송도 빠르고 만족스럽습니다"
3017,5,"진짜 예쁘고 저렴하게 구입했습니다
박스위에 비닐 포장되어 있고 반품 됐던 제품이 아닌 진짜 새제품을 받으니 기분좋네요!
공홈에서 금방 품절돼서 못샀는데 다행입니다
올 여름은 맥스와 함께!"
3018,5,저렴하게 잘 샀어요.
3019,5,마음에 쏙 들어요.
3020,3,상품좋아요 근데 쇼핑백이 안왔아요 준다했는데 저 선물 어케 해요??
3021,5,해외 배송이라 걱정 했는대 빠르게 온것 같아서 기분 좋습니다
3022,5,주문한지 1주일이 되었어요. 받아보니 기분이 너무 좋아요 정사이즈 주문해서 걱정했는데 다행이 잘 맞네요감사합니다 ^^
3023,5,배송 엄청빠름 이틀만에받았네요 신발 완전이쁘네요 빠른배송 감사합니다진심 싸게 잘삿네요^^
3024,5,여자친구 생일선물로 구매했습니다.너무 마음에 들어하네요~ 사이즈 반치수up추천해 주셨는데 말듣기를 잘한거같습니다.정말 감사합니다~
3025,5,좋고 배송도 나름 빠르고 가품이 아닌것 같네용
3026,5,합리적인 가격에 적당한 신발입니다. 중학생 아들 사줬는데 좋아하네요
3027,5,좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요
3028,5,원래 250~255신는데 후기 보니 사이즈업 하라고 해서 260으로 샀더니 저한텐 조금 크네요... ㅠ 다른 브랜드 신발도 대강 260으로 신고다녔어서 그냥 품고 가기로 했어요. 발 칼발이시면 정사이즈로 사도 될 거 같아요!
3029,4,잘받았습니다 감사합니다. 디자인도 괜찮고 편하다고 하네요. 잘 신을께요. 많이 파세요.
3030,5,이가격에 고민 마시구 그냥 사세요~~^^
3031,4,"아빠 선물인데 너무 만족하세요
판매자님께 상품 불량없는거 부탁했는데
좋은상품 보내주셨어요~
감사합니다~^^"
3032,3,"사이가 한치수 커요
볼이 큰사람은 못 신을것 같아요
디자인 이뻐요
에어 좋아요
바닥 미끄럽지 않아요"
3033,5,"실물이 더 이쁘네요~

가볍고 이쁩니다"
3034,5,5미리크게 주문햇더니 편하고  가벼워서좋다고합니다
3035,5,"저렴한 가격에 예쁜 신발 선물로했습니다!
배송도 엄청빨랏어요!!!!

다른 컬러도 구매하고싶어요"
3036,3,울아들이 편하다네요
3037,5,신으면신을수록 편해요
3038,5,좋습니다 디자인이쁩니다
3039,5,매장에서 보고 맘에들어서 인터넷으로 보던중 카드할인하면 여기가 가장 가격이 착해요.디자인도 맘에들고 초6 아들 좋아합니다
3040,5,독특하고 이쁨  강추요
3041,5,좋아요 좋아요 좋아요
3042,5,너무좋은데요  잘신을께요
3043,5,에어맥스290사이즈별로없는데 사서좋아요
3044,5,"발볼이 넓은편아니어서 정사이즈 구매했더니 딱 맞아요.
발에 감기는 느낌이들어서 엄청편해요."
3045,5,배송 빠르고 사이즈 맞을지 우려했는데 딱이네요
3046,5,"신발디자인 멋지네요.
아들이 맘에들어합니다.
굿!!!"
3047,5,남편이 신고있는데 신을때 조금불편 하다고 하네요 신다보니 만족한대요
3048,5,사진과 같이 깔끔하고 멋지네요. 아이가 좋아해요. 다만 끈을 헐렁하게 하더라도 신발  입구가 좁아서 발이 통통하면 신는데 번거로울 수 있을 것 같아요.
3049,5,남편이 신고있는데 신을때 조금불편 하다고 하네요 신다보니 만족한대요
3050,5,교환감사합니다ㅋ~
3051,5,저렴하게구입했어요  맘에들어요
3052,5,신발이쁘네요 맘에들어요
3053,5,"발이 편해요
맘에들어요"
3054,5,저렴하게구입했어요 이뻐요^^
3055,5,저렴하게 구입했어요
3056,5,가볍고 좋습니당ㅎㅎ
3057,5,신발 가볍고 아들이 편하다고 하네요.
3058,5,아들신발사줬는데 무척좋아합니다.
3059,5,사이즈도 좋고 디자인도 좋고 다좋습니다~
3060,5,가볍고 좋습니당ㅎㅎ
3061,5,아들신발사줬는데 무척좋아합니다.
3062,5,사이즈도 좋고 디자인도 좋고 다좋습니다~
3063,5,심플하고  깔끔합니다
3064,2,"신발은 매우만족이고 배송  빠른데
Folder매장에서는 
89,000원에 5,000원할인까지 ㅜㅜ
가격보고 참...."
3065,5,넘 이뻐요 애기아빠줄려고 샀는데 큰아들이 탐내 곤란할정도로 넘 맘에 들어요
3066,5,심플하고  깔끔합니다
3067,5,실제로 신어보니 너무가볍고 발도 얇고 보이고 너무이뻐요사진으로 표현에 한계가 있어 실물보단 덜하게 보이지만요..
3068,5,아들이 꼭 이거여야 한다고 해서 사이즈 찾아가 다행히 여기만 있네요 ^^ 감사합니다.
3069,5,"두사이즈업해서신었더니
T.T딱맞네요~
원래작게나온듯요~~
너무푹신하고좋아요~~~^^"
3070,5,편하고 이쁘네요!  맘에 들어요.
3071,5,좋습니다
3072,4,"신발이 가볍고 편해요. 발볼이 좀좁다는
평이 있어서 한사이즈 크게시킬려다  정사이즈
시켰는데 저한테는 딱맞습니다"
3073,5,예쁜 신발입니다. 만족
3074,5,신을때 발이 잘 안들어가서 불편한거 말고는 디잔인도 착화감도 다 좋습니다빠른배송도 감사합니다
3075,5,"일체형이라~~이런종류 처음 신은사람은 불편해 할것같아요~~아디다스 알파바운스,  리복 퓨리 같이 입구가 좁아요~~"
3076,5,신랑이 원래 270 - 275 신는데 발등이 높은편이라 280으로 했어요 딱 좋네용  원래사이즈보다 크게 주문해야할것같네요 저렴하게 사서 좋아요
3077,5,신랑이 원래 270 - 275 신는데 발등이 높은편이라 280으로 했어요 딱 좋네용  원래사이즈보다 크게 주문해야할것같네요 저렴하게 사서 좋아요
3078,5,화면과동일하고엄청편합니당
3079,5,상품평들이 작다고 하셔서 한사이즈 크게 주문했어요 잘샀네요
3080,5,넓은발볼인데 아주 편안하게 잘 맞습니다. 신발이 가벼워서  더 만족스럽습니다. 빠르게 배송해 주셔서 정말 감사합니다 ~
3081,3,싸가격에 완전 만족합니다.
3082,5,가격도 괜찮고 무릎때문에 많이 고민하다가 주문했는데 만족합니다~
3083,5,넘 가볍고 좋앙？ㄷ
3084,5,신을만해요 좋아하네요.....
3085,5,신을때 조금 불편한거 빼곤 좋아요
3086,5,남편사줬는데 너무좋아해요
3087,3,"박스도 상품 가치 있는건데 박스 찌그러진 거 와서 좀 그렇구요
3개 샀는데 그 하나 반품 한 것 보다 상태 좋은 운동화왔네요"
3088,5,"산뜻하니 예쁘네요
만족합니다"
3089,4,만보걷기하며 2달간 사용중입니다.입구가 좁아서 발에 살집이 있는 사람은 신을때 불편할듯신발을 신을때마다 뒷꿈치 고리를 무조건 잡아당겨서 발을 집어 넣는것이 불편하지만 신고나선 가볍고 편안합니다.
3090,5,아빠 선물해드렸는데 쿠션이 좋아 걸을때 편안하시다네요
3091,2,사고나니할인하네요ㅠㅠ
3092,5,잘받았습니다~~~!! 빠른배송감사합니다
3093,5,남편이 가볍고 착용감이 좋다고 합니다. 디자인은 제 마음에 들어서 샀습니다! 좋은 가격으로 잘 샀습니다!
3094,4,가볍게 신을 수 있는 운동화로서 괜찮네요
3095,5,"아들 신발 샀어요.
칼발에 발바닥에 살이 없는데
편하다고 하네요"
3096,5,신발뒤축이 얇은편임
3097,5,남편이 가볍고 착용감이 좋다고 합니다. 디자인은 제 마음에 들어서 샀습니다! 좋은 가격으로 잘 샀습니다!
3098,5,신발뒤축이 얇은편임
3099,5,"군에 있는 아들에게 보냈는데
좋아하네요"
3100,5,"군에 있는 아들에게 보냈는데
좋아하네요"
3101,3,"남편 운동화로 구매했는데 편하게 좋다고 하네요.
에어맥스는 처음인데 만족합니다."
3102,5,상품매우잘받았습니다
3103,5,"벌써 같은 운동화 세번째
나이키 에어만신는데
신상 검정이 이것보다 못하네요"
